fecha_venta,ciudad,temperatura_maxima,temperatura_minima,lluvia_mm,precio_unitario,total_venta,ventas_predichas
2012-12-12,San Diego,27.9,20.6,0.0,3.93,7.86,223.92716096373368
2012-12-12,San Diego,27.9,20.6,0.0,12.224,24.448,223.92716096373368
2012-12-06,New York City,4.5,-2.0,0.0,6.48,6.48,267.0864437131193
2012-12-06,New York City,4.5,-2.0,0.0,5.9799999999999995,41.86,267.0864437131193
2012-12-06,New York City,4.5,-2.0,0.0,179.99,1619.91,267.0864437131193
2012-12-06,New York City,4.5,-2.0,0.0,28.48,113.92,267.0864437131193
2012-11-14,New York City,8.1,2.0,0.0,18.8,37.6,264.42534916394027
2012-11-14,New York City,8.1,2.0,0.0,29.95,59.9,264.42534916394027
2012-11-14,New York City,8.1,2.0,0.0,7.4,37.0,264.42534916394027
2014-08-15,San Francisco,32.8,18.5,0.0,2.88,5.76,162.91814765077837
2014-08-15,San Francisco,32.8,18.5,0.0,2.78,16.68,162.91814765077837
2014-04-02,Springfield,19.6,11.5,0.2,15.700000000000001,94.2,231.0175508971841
2014-04-02,Springfield,19.6,11.5,0.2,5.68,28.4,231.0175508971841
2014-10-08,Los Angeles,20.2,15.1,20.9,123.99000000000001,1115.91,255.5156866063205
2014-10-08,Los Angeles,20.2,15.1,20.9,18.392,128.744,255.5156866063205
2014-10-08,Los Angeles,20.2,15.1,20.9,7.992,79.92,255.5156866063205
2014-01-21,San Francisco,28.1,20.4,2.2,4.84,24.2,220.84711168000408
2014-01-21,San Francisco,28.1,20.4,2.2,119.992,359.976,220.84711168000408
2014-03-24,San Francisco,28.7,19.4,0.9,26.48,211.84,207.56094412166527
2011-08-01,Philadelphia,35.0,22.8,2.3,2.84,5.68,175.69837626276492
2012-06-07,Los Angeles,24.8,13.2,39.4,1.504,7.52,201.13500341050135
2011-11-12,Los Angeles,17.8,14.7,63.0,5.98,11.96,279.87849027970657
2011-11-12,Los Angeles,17.8,14.7,63.0,209.688,629.064,279.87849027970657
2014-05-14,San Francisco,29.0,20.7,0.2,7.31,58.48,214.60324573076943
2014-12-29,Seattle,-14.0,-20.0,0.0,3.7,7.4,300.2003975037078
2011-03-25,New York City,5.2,-2.6,0.0,52.398,366.786,256.0889143668393
2014-05-29,Houston,17.3,5.2,0.0,13.592,54.368,204.21010005595883
2012-11-14,Springfield,17.1,10.6,7.8,16.98,33.96,248.11419498924903
2012-11-14,Springfield,17.1,10.6,7.8,275.37,826.11,248.11419498924903
2012-09-25,Los Angeles,21.7,14.9,10.7,8.74,17.48,238.9125155766394
2013-11-01,Philadelphia,21.9,13.4,3.1,98.567,492.835,224.6992516769948
2014-03-18,New York City,3.9,-4.7,0.0,3.75,18.75,252.0633686971683
2014-03-18,New York City,3.9,-4.7,0.0,19.95,119.7,252.0633686971683
2014-03-18,New York City,3.9,-4.7,0.0,3.048,9.144,252.0633686971683
2014-03-18,New York City,3.9,-4.7,0.0,19.02,57.06,252.0633686971683
2014-03-18,New York City,3.9,-4.7,0.0,8.95,71.6,252.0633686971683
2014-03-18,New York City,3.9,-4.7,0.0,13.43,107.44,252.0633686971683
2014-03-18,New York City,3.9,-4.7,0.0,7.31,7.31,252.0633686971683
2014-03-18,New York City,3.9,-4.7,0.0,9.85,59.1,252.0633686971683
2014-03-18,New York City,3.9,-4.7,0.0,15.51,46.53,252.0633686971683
2012-07-11,Seattle,8.4,1.5,0.0,9.99,29.97,257.8648245741258
2012-07-11,Seattle,8.4,1.5,0.0,32.784,98.352,257.8648245741258
2014-12-04,New York City,6.4,-1.3,0.0,16.784,83.92,254.9483321820176
2014-12-04,New York City,6.4,-1.3,0.0,7.312,14.624,254.9483321820176
2014-12-04,New York City,6.4,-1.3,0.0,136.99,136.99,254.9483321820176
2014-12-04,New York City,6.4,-1.3,0.0,3.15,3.15,254.9483321820176
2013-11-04,Los Angeles,18.2,14.3,45.8,108.792,217.584,270.97488634291346
2013-11-04,Los Angeles,18.2,14.3,45.8,16.59,82.95,270.97488634291346
2013-11-04,Los Angeles,18.2,14.3,45.8,12.53,87.71,270.97488634291346
2013-11-04,Los Angeles,18.2,14.3,45.8,275.37,1101.48,270.97488634291346
2014-09-05,Los Angeles,22.6,14.1,45.1,440.78400000000005,1322.352,228.92479217313712
2011-09-13,New York City,26.7,17.4,0.0,1.82,5.46,210.6153550481224
2014-12-25,Seattle,-9.6,-14.3,0.0,167.27,1003.62,303.1176815420305
2014-08-29,Seattle,9.9,2.1,1.7,8.792,35.168,248.85833782261545
2014-08-29,Seattle,9.9,2.1,1.7,227.55,1137.75,248.85833782261545
2014-08-29,Seattle,9.9,2.1,1.7,19.936,99.68,248.85833782261545
2014-08-29,Seattle,9.9,2.1,1.7,2.78,5.56,248.85833782261545
2012-10-09,New York City,15.3,11.4,1.0,157.99,631.96,269.8793022770546
2012-10-09,New York City,15.3,11.4,1.0,5.98,23.92,269.8793022770546
2011-12-13,Los Angeles,19.7,14.1,71.4,15.04,90.24,258.91882143462874
2013-09-11,Houston,24.8,10.3,0.0,60.186,300.93,174.07173824092374
2013-09-11,Houston,24.8,10.3,0.0,143.99200000000002,719.96,174.07173824092374
2012-09-26,San Diego,30.3,23.3,1.0,21.39,64.17,222.53366273684543
2012-09-26,San Diego,30.3,23.3,1.0,62.23,124.46,222.53366273684543
2013-05-20,San Francisco,27.5,20.6,4.2,9.584,9.584,228.13697309228385
2013-11-15,San Francisco,27.6,20.4,0.2,3.69,7.38,225.18852434404027
2011-07-25,San Francisco,30.4,18.7,0.0,13.43,53.72,186.497568168428
2011-07-25,San Francisco,30.4,18.7,0.0,1637.53,8187.65,186.497568168428
2011-07-25,San Francisco,30.4,18.7,0.0,9.74,77.92,186.497568168428
2012-07-02,Houston,14.2,6.9,0.5,8.196,32.784,245.69642503619664
2014-03-03,Los Angeles,20.2,14.9,37.5,65.592,196.776,256.10281727773685
2014-03-03,Los Angeles,20.2,14.9,37.5,79.99,479.94,256.10281727773685
2013-11-12,Chicago,30.0,21.2,0.0,23.992,95.968,209.19022105175625
2013-11-12,Chicago,30.0,21.2,0.0,23.996,47.992,209.19022105175625
2011-11-15,Houston,-0.1,-9.2,0.0,67.184,604.656,254.59755597109725
2012-04-06,Houston,6.1,-2.7,0.0,4.672000000000001,42.048,247.0564686713992
2012-04-06,Houston,6.1,-2.7,0.0,12.744,25.488,247.0564686713992
2012-04-06,Houston,6.1,-2.7,0.0,2.3000000000000003,6.9,247.0564686713992
2012-04-06,Houston,6.1,-2.7,0.0,1.6079999999999999,9.648,247.0564686713992
2012-04-06,Houston,6.1,-2.7,0.0,3.984,7.968,247.0564686713992
2014-08-16,Philadelphia,26.2,14.2,0.0,300.272,1801.632,190.8699318179468
2012-07-16,San Francisco,31.7,19.3,0.1,224.784,1348.704,179.1260351725568
2012-07-16,San Francisco,31.7,19.3,0.1,233.38400000000001,700.152,179.1260351725568
2011-09-26,Philadelphia,26.4,19.3,0.0,47.984,143.952,227.82500771194003
2012-09-26,New York City,24.1,16.4,0.4,25.0,50.0,226.95593353291827
2013-10-09,Houston,7.3,2.3,1.6,6.464,51.712,274.26323330210806
2012-03-17,New York City,14.3,6.6,0.0,15.02,15.02,242.43187376380928
2012-03-17,New York City,14.3,6.6,0.0,16.91,33.82,242.43187376380928
2014-09-08,New York City,23.9,18.0,0.0,59.76,478.08,240.9137363380955
2011-11-22,Columbus,17.4,10.4,11.2,5.41,16.23,244.26747448268765
2011-11-22,Columbus,17.4,10.4,11.2,63.98,319.9,244.26747448268765
2011-11-22,Columbus,17.4,10.4,11.2,5.68,11.36,244.26747448268765
2011-11-22,Columbus,17.4,10.4,11.2,225.04,675.12,244.26747448268765
2014-07-01,New York City,31.2,20.6,0.0,35.51,248.57,193.5972507665017
2014-07-01,New York City,31.2,20.6,0.0,22.23,22.23,193.5972507665017
2013-05-06,Los Angeles,22.2,13.2,4.6,5.98,5.98,220.61120430924188
2013-05-06,Los Angeles,22.2,13.2,4.6,82.056,246.168,220.61120430924188
2014-05-14,Columbus,20.2,10.9,13.9,90.48,180.96,222.6792034220267
2014-05-14,Columbus,20.2,10.9,13.9,304.99,914.97,222.6792034220267
2014-05-14,Columbus,20.2,10.9,13.9,195.99,587.97,222.6792034220267
2014-05-14,Columbus,20.2,10.9,13.9,265.17,530.34,222.6792034220267
2014-05-14,Columbus,20.2,10.9,13.9,4.9799999999999995,14.94,222.6792034220267
2014-04-24,New York City,14.7,4.6,0.0,60.97,121.94,223.5424809069108
2014-04-24,New York City,14.7,4.6,0.0,17.529999999999998,122.71,223.5424809069108
2013-06-05,New York City,20.9,12.4,0.0,4.9799999999999995,14.94,225.88986967593
2013-06-05,New York City,20.9,12.4,0.0,449.95,1349.85,225.88986967593
2013-06-05,New York City,20.9,12.4,0.0,136.784,136.784,225.88986967593
2013-06-05,New York City,20.9,12.4,0.0,15.28,61.12,225.88986967593
2013-03-05,San Diego,28.6,22.2,0.0,16.99,16.99,229.66397573374437
2013-04-29,Los Angeles,22.9,14.4,34.6,20.784,41.568,227.115835182184
2011-04-26,Los Angeles,22.1,14.9,56.3,76.76,230.28,241.02800749405395
2011-04-26,Los Angeles,22.1,14.9,56.3,3.048,18.288,241.02800749405395
2014-04-02,San Francisco,31.2,18.9,0.0,2.89,5.78,180.66616667664064
2014-04-02,San Francisco,31.2,18.9,0.0,9.360000000000001,121.68,180.66616667664064
2014-10-23,New York City,10.8,9.8,3.1,2799.992,11199.968,299.33456833193566
2014-10-23,New York City,10.8,9.8,3.1,299.95,2399.6,299.33456833193566
2014-10-23,New York City,10.8,9.8,3.1,12.78,63.9,299.33456833193566
2014-10-23,New York City,10.8,9.8,3.1,52.99,52.99,299.33456833193566
2014-11-14,Springfield,16.5,9.7,4.5,15.216,60.864,246.36370941479677
2014-11-14,Springfield,16.5,9.7,4.5,93.285,652.995,246.36370941479677
2014-11-14,Springfield,16.5,9.7,4.5,1.122,11.22,246.36370941479677
2014-05-16,Seattle,11.6,0.9,0.0,19.98,39.96,223.8900905329731
2014-05-16,Seattle,11.6,0.9,0.0,21.312,42.624,223.8900905329731
2014-05-16,Seattle,11.6,0.9,0.0,220.96,220.96,223.8900905329731
2012-08-15,Los Angeles,22.0,14.7,59.0,161.55,323.1,240.76872984244372
2014-06-13,New York City,24.1,18.2,21.1,4.76,19.04,243.27686227367707
2014-06-13,New York City,24.1,18.2,21.1,4.376,13.128,243.27686227367707
2014-06-13,New York City,24.1,18.2,21.1,21.38,64.14,243.27686227367707
2014-06-13,New York City,24.1,18.2,21.1,214.56,858.24,243.27686227367707
2013-08-17,San Francisco,30.6,20.8,0.8,3.6199999999999997,10.86,200.7346952138183
2014-11-29,New York City,2.1,-4.5,0.0,179.99,1979.89,270.12826008804853
2014-11-29,New York City,2.1,-4.5,0.0,39.98,79.96,270.12826008804853
2014-04-15,Springfield,17.5,12.0,16.3,4.38,8.76,256.16659048056056
2012-08-25,Los Angeles,22.6,13.5,38.1,40.784,40.784,223.47178117913728
2012-08-25,Los Angeles,22.6,13.5,38.1,26.49,105.96,223.47178117913728
2014-12-04,San Diego,28.4,22.6,1.2,55.48,166.44,234.697177095441
2014-06-30,Los Angeles,24.6,14.3,55.2,34.728,312.552,213.34717521624947
2012-11-12,Los Angeles,18.8,14.6,28.0,3.1399999999999997,15.7,265.48146158505057
2011-06-30,Chicago,32.2,20.5,0.3,1.312,5.248,183.68382112450732
2014-12-05,Philadelphia,8.3,-0.2,3.5,1.782,5.346,246.2973781532018
2013-01-22,Seattle,-8.0,-10.0,0.0,21.98,109.9,321.12030676460745
2014-07-12,New York City,27.9,18.8,0.0,22.099999999999998,132.6,210.2354248685867
2012-01-30,Los Angeles,20.4,14.0,52.9,32.480000000000004,227.36,249.37479057159877
2012-01-30,Los Angeles,20.4,14.0,52.9,639.9920000000001,1919.976,249.37479057159877
2012-12-01,Seattle,-22.1,-23.1,0.0,2.7800000000000002,13.9,351.06632855123115
2011-12-04,New York City,11.4,3.2,0.0,64.99,129.98,243.2232630301396
2014-08-27,Columbus,20.2,9.8,3.7,35.99,71.98,213.0164871616958
2011-09-07,New York City,24.5,17.2,8.3,125.99000000000001,377.97,230.36820851003264
2011-12-06,Houston,4.5,-5.1,0.0,7.992,23.976,243.5062315492551
2014-11-08,Philadelphia,8.8,0.7,0.0,71.994,359.97,248.10325578065863
2014-11-08,Philadelphia,8.8,0.7,0.0,87.588,350.352,248.10325578065863
2014-02-14,Seattle,-11.9,-19.5,0.0,2.21,6.63,284.7028055864444
2014-02-14,Seattle,-11.9,-19.5,0.0,199.99,799.96,284.7028055864444
2014-02-14,Seattle,-11.9,-19.5,0.0,107.53,107.53,284.7028055864444
2011-11-04,San Diego,25.8,21.3,6.3,17.67,35.34,249.3527660104841
2012-06-20,San Francisco,31.4,20.4,0.2,42.94,257.64,190.26317320783372
2012-06-20,San Francisco,31.4,20.4,0.2,41.992,125.976,190.26317320783372
2011-06-08,Seattle,10.9,3.9,0.0,195.184,585.552,253.14326800611573
2011-05-26,Los Angeles,28.7,13.7,38.2,112.648,225.296,168.94140714796666
2012-04-17,San Francisco,26.3,18.6,4.5,2.78,5.56,223.99109548134464
2012-04-17,San Francisco,26.3,18.6,4.5,107.79,323.37,223.99109548134464
2012-04-17,San Francisco,26.3,18.6,4.5,156.792,783.96,223.99109548134464
2012-04-17,San Francisco,26.3,18.6,4.5,289.53000000000003,1447.65,223.99109548134464
2012-04-17,San Francisco,26.3,18.6,4.5,5.98,11.96,223.99109548134464
2013-06-12,New York City,24.0,17.0,0.0,79.99,239.97,232.3881280974412
2013-03-12,Columbus,18.8,10.6,3.1,19.23,76.92,231.8927293506305
2013-03-12,Columbus,18.8,10.6,3.1,120.33,481.32,231.8927293506305
2014-10-13,San Francisco,29.6,21.3,0.4,0.99,0.99,213.67803146320944
2014-10-13,San Francisco,29.6,21.3,0.4,20.368000000000002,101.84,213.67803146320944
2014-06-23,Philadelphia,27.2,16.8,0.0,3.4440000000000004,10.332,201.4560020774322
2014-06-23,Philadelphia,27.2,16.8,0.0,6.231,31.155,201.4560020774322
2014-06-23,Philadelphia,27.2,16.8,0.0,4.464,8.928,201.4560020774322
2014-01-16,Philadelphia,4.9,-2.2,0.3,34.384,34.384,261.92689119260854
2014-01-16,Philadelphia,4.9,-2.2,0.3,240.52,1924.16,261.92689119260854
2014-11-12,Springfield,16.1,11.4,14.3,5.184,10.368,264.2158848030353
2013-10-22,San Diego,26.8,22.1,4.5,51.48,154.44,246.01847472737805
2014-05-07,New York City,17.6,6.7,0.0,14.8,59.2,212.86261557186324
2013-11-06,Philadelphia,16.8,6.2,0.0,11.994,23.988,216.4120610477928
2012-09-21,Los Angeles,23.6,13.2,12.7,150.384,601.536,208.77278419361343
2012-09-21,Los Angeles,23.6,13.2,12.7,3.95,7.9,208.77278419361343
2012-05-12,San Francisco,27.7,20.2,1.0,4.28,12.84,222.84974345564888
2012-05-12,San Francisco,27.7,20.2,1.0,4.28,25.68,222.84974345564888
2012-07-25,Seattle,16.4,7.6,0.0,4.71,9.42,230.73754187297564
2012-07-25,Seattle,16.4,7.6,0.0,6.48,12.96,230.73754187297564
2012-07-25,Seattle,16.4,7.6,0.0,140.98,704.9,230.73754187297564
2012-07-25,Seattle,16.4,7.6,0.0,280.784,561.568,230.73754187297564
2011-09-25,Houston,9.7,3.8,7.9,4.224,33.792,264.41508594037515
2011-09-25,Houston,9.7,3.8,7.9,150.2664,300.5328,264.41508594037515
2011-09-25,Houston,9.7,3.8,7.9,1.362,2.724,264.41508594037515
2011-09-25,Houston,9.7,3.8,7.9,1.632,3.264,264.41508594037515
2014-11-12,Los Angeles,19.4,14.0,51.6,10.89,10.89,258.4005540708379
2014-11-12,Los Angeles,19.4,14.0,51.6,6.48,19.44,258.4005540708379
2014-11-12,Los Angeles,19.4,14.0,51.6,24.32,121.6,258.4005540708379
2012-09-03,New York City,23.3,21.5,2.1,120.33,120.33,273.3178153385582
2014-05-19,Philadelphia,20.8,7.0,0.0,12.016,36.048,185.733749578284
2014-09-11,Chicago,32.7,23.3,0.0,254.198,762.594,200.34853209229843
2013-06-03,Philadelphia,25.8,20.2,16.8,64.784,64.784,242.31924239576503
2014-12-18,Columbus,17.7,10.4,0.7,7.04,28.16,240.1765614758766
2013-08-27,San Diego,27.6,22.8,5.5,400.784,1603.136,244.11734739948952
2014-08-14,San Francisco,30.9,19.6,0.0,10.48,31.44,188.74799527702697
2014-08-14,San Francisco,30.9,19.6,0.0,11.97,83.79,188.74799527702697
2014-08-14,San Francisco,30.9,19.6,0.0,19.84,59.52,188.74799527702697
2014-08-14,San Francisco,30.9,19.6,0.0,7.98,31.92,188.74799527702697
2014-06-16,Los Angeles,25.3,14.7,36.3,4.26,4.26,207.55559872466156
2014-11-17,San Diego,28.3,21.1,0.0,101.41,811.28,224.05406823898372
2014-12-30,New York City,1.3,-3.6,0.0,2.0100000000000002,6.03,284.3268336379813
2013-01-21,San Diego,29.6,19.8,0.0,76.784,153.568,202.21744572893263
2013-01-21,San Diego,29.6,19.8,0.0,144.78400000000002,1013.488,202.21744572893263
2013-11-12,San Francisco,28.2,20.5,0.0,1.74,6.96,220.40924439506296
2013-01-30,San Francisco,30.9,21.6,0.2,8.728,17.456,203.98643821023967
2014-12-19,Los Angeles,22.0,13.7,17.0,2.21,6.63,227.82761601587916
2014-12-19,Los Angeles,22.0,13.7,17.0,6.48,12.96,227.82761601587916
2014-12-19,Los Angeles,22.0,13.7,17.0,6.4799999999999995,32.4,227.82761601587916
2014-11-03,Seattle,-2.8,-6.6,0.0,4.7700000000000005,23.85,299.1898891789943
2012-04-26,Houston,6.4,1.1,4.2,204.211,408.422,273.73743968625075
2012-09-12,New York City,24.8,15.1,0.0,239.992,479.984,210.58303449464896
2012-09-12,New York City,24.8,15.1,0.0,3.15,12.6,210.58303449464896
2014-09-12,Columbus,18.4,11.3,23.9,26.38,184.66,243.5355401981705
2013-06-13,Chicago,30.9,22.0,0.0,4.6240000000000006,23.12,207.0036434038896
2011-09-26,Seattle,2.7,-3.5,0.0,155.06,310.12,272.2202510141385
2014-02-20,Seattle,-12.3,-18.2,0.0,3.74,11.22,298.2676344063413
2013-11-24,Philadelphia,-0.3,-3.8,0.0,3.16,15.8,297.5109406321279
2013-11-24,Philadelphia,-0.3,-3.8,0.0,7.184,14.368,297.5109406321279
2013-11-24,Philadelphia,-0.3,-3.8,0.0,10.063999999999998,70.448,297.5109406321279
2014-01-31,San Francisco,29.0,18.5,0.0,64.65,129.3,197.8434987869849
2014-07-11,Columbus,21.7,10.2,0.3,6.28,18.84,201.8409242985207
2012-08-08,San Francisco,32.4,21.1,0.0,3.304,6.608,186.3714525393925
2012-08-08,San Francisco,32.4,21.1,0.0,3.64,7.28,186.3714525393925
2012-08-08,San Francisco,32.4,21.1,0.0,144.784,144.784,186.3714525393925
2013-12-07,Seattle,-3.4,-13.5,0.0,156.792,156.792,252.2194299410337
2013-12-07,Seattle,-3.4,-13.5,0.0,143.992,431.976,252.2194299410337
2013-12-07,Seattle,-3.4,-13.5,0.0,35.89,35.89,252.2194299410337
2013-12-07,Seattle,-3.4,-13.5,0.0,6.744,47.208,252.2194299410337
2013-12-07,Seattle,-3.4,-13.5,0.0,35.440000000000005,248.08,252.2194299410337
2013-12-07,Seattle,-3.4,-13.5,0.0,37.94,189.7,252.2194299410337
2013-12-07,Seattle,-3.4,-13.5,0.0,19.936,59.808,252.2194299410337
2014-11-20,Los Angeles,21.0,13.2,12.2,33.89,305.01,232.6055700075465
2014-11-20,Los Angeles,21.0,13.2,12.2,18.7,18.7,232.6055700075465
2013-11-05,San Francisco,24.2,18.8,3.8,5.47,38.29,244.7243415393812
2014-12-15,San Diego,27.2,21.8,0.0,8.75,26.25,239.4886023417293
2014-12-15,San Diego,27.2,21.8,0.0,4.64,64.96,239.4886023417293
2014-12-15,San Diego,27.2,21.8,0.0,8.74,43.7,239.4886023417293
2013-08-19,New York City,27.4,17.2,0.2,39.99,39.99,202.68583655048
2014-05-05,Springfield,18.1,11.9,10.5,2.313,2.313,249.154727351184
2012-12-24,Los Angeles,21.0,15.0,26.9,4.984,19.936,248.16441392349023
2012-12-24,Los Angeles,21.0,15.0,26.9,11.48,45.92,248.16441392349023
2014-04-27,Seattle,2.7,-3.7,0.1,6.78,20.34,270.71164841731354
2014-04-27,Seattle,2.7,-3.7,0.1,4.91,39.28,270.71164841731354
2014-12-05,Philadelphia,8.3,-0.2,3.5,26.936,188.552,246.2973781532018
2012-06-12,Philadelphia,23.1,18.5,13.5,5.184,20.736,253.78439272271828
2012-06-12,Philadelphia,23.1,18.5,13.5,21.648,43.296,253.78439272271828
2011-07-12,Seattle,20.3,11.1,0.0,30.784,123.136,221.51592273398217
2011-07-12,Seattle,20.3,11.1,0.0,2.816,11.264,221.51592273398217
2011-12-06,Springfield,17.8,10.4,23.0,17.808,53.424,242.08988855364424
2011-12-06,Springfield,17.8,10.4,23.0,275.49,275.49,242.08988855364424
2013-05-26,Columbus,19.0,10.4,8.7,6.24,24.96,229.24452813429616
2013-05-26,Columbus,19.0,10.4,8.7,9.68,19.36,229.24452813429616
2013-05-26,Columbus,19.0,10.4,8.7,140.85000000000002,1267.65,229.24452813429616
2013-02-21,Los Angeles,22.2,14.6,35.5,12.99,12.99,235.1850692310425
2013-02-21,Los Angeles,22.2,14.6,35.5,4.64,18.56,235.1850692310425
2013-02-21,Los Angeles,22.2,14.6,35.5,89.83,449.15,235.1850692310425
2013-02-21,Los Angeles,22.2,14.6,35.5,4.464,31.248,235.1850692310425
2013-10-03,New York City,25.7,14.2,0.0,20.48,61.44,195.4653727569213
2011-06-21,Philadelphia,27.8,18.8,2.2,6.224,24.896,211.43394415881372
2011-06-21,Philadelphia,27.8,18.8,2.2,3.984,3.984,211.43394415881372
2011-06-21,Philadelphia,27.8,18.8,2.2,23.992,95.968,211.43394415881372
2011-06-21,Philadelphia,27.8,18.8,2.2,68.997,206.991,211.43394415881372
2011-06-21,Philadelphia,27.8,18.8,2.2,22.208,44.416,211.43394415881372
2011-06-21,Philadelphia,27.8,18.8,2.2,4.503,9.006,211.43394415881372
2013-09-09,New York City,21.7,13.5,0.0,207.48,207.48,226.9043362317161
2014-10-14,New York City,23.3,16.9,0.0,180.98,904.9,238.06109340671955
2012-09-17,New York City,24.5,12.8,0.0,172.11,344.22,195.84530293645705
2012-11-08,New York City,6.0,1.1,0.6,4.752,52.272,276.9565415425414
2012-11-08,New York City,6.0,1.1,0.6,5.98,17.94,276.9565415425414
2014-04-23,Philadelphia,13.7,7.7,0.0,84.784,254.352,256.3135749487241
2014-09-17,Philadelphia,22.0,12.8,0.0,5.184,20.736,218.82250763132976
2011-09-30,Seattle,1.3,-2.2,0.4,6.168,43.176,295.02676736697214
2014-04-03,Columbus,19.8,10.5,9.8,205.9,411.8,222.79219018843892
2014-04-03,Columbus,19.8,10.5,9.8,90.0,360.0,222.79219018843892
2012-08-28,Chicago,30.9,21.6,0.0,559.992,2799.96,203.96103538274585
2014-10-20,San Francisco,27.1,19.4,0.2,4.48,8.96,222.1774452301554
2014-10-20,San Francisco,27.1,19.4,0.2,3.15,31.5,222.1774452301554
2014-10-20,San Francisco,27.1,19.4,0.2,15.28,30.56,222.1774452301554
2014-10-20,San Francisco,27.1,19.4,0.2,12.184,24.368,222.1774452301554
2013-01-03,Los Angeles,23.8,13.5,45.1,57.23,114.46,213.3318218878826
2012-10-03,Los Angeles,22.5,13.6,40.7,60.333,120.666,225.481758129638
2011-05-21,San Diego,26.5,22.7,0.8,3.98,31.84,252.86969901384248
2011-01-29,New York City,0.4,-7.2,0.0,3.928,3.928,265.2151551378415
2014-02-10,Houston,-13.7,-21.1,0.0,63.196,252.784,289.07596088217764
2014-02-10,Houston,-13.7,-21.1,0.0,63.992,127.984,289.07596088217764
2014-02-10,Houston,-13.7,-21.1,0.0,1.992,3.984,289.07596088217764
2014-02-10,Houston,-13.7,-21.1,0.0,6.496,12.992,289.07596088217764
2014-04-15,New York City,16.8,2.2,22.6,3.592,10.776,188.8565003431584
2014-04-15,New York City,16.8,2.2,22.6,80.784,242.352,188.8565003431584
2013-12-09,Columbus,16.8,10.8,9.8,1.8510000000000002,12.957,252.64679183814405
2014-03-24,New York City,1.4,-5.7,0.0,4.28,25.68,267.4340533391816
2013-07-26,Houston,17.9,8.5,0.8,3.928,15.712,223.8986984136008
2013-07-18,Springfield,21.1,12.6,0.0,7.31,21.93,225.57299731091203
2013-07-18,Springfield,21.1,12.6,0.0,80.98,242.94,225.57299731091203
2013-07-18,Springfield,21.1,12.6,0.0,7.64,7.64,225.57299731091203
2013-07-18,Springfield,21.1,12.6,0.0,6.48,51.84,225.57299731091203
2013-07-18,Springfield,21.1,12.6,0.0,265.17,265.17,225.57299731091203
2013-08-24,Seattle,9.0,5.5,7.4,279.2,837.6,283.716280276066
2013-08-24,Seattle,9.0,5.5,7.4,27.18,135.9,283.716280276066
2013-08-24,Seattle,9.0,5.5,7.4,5.78,34.68,283.716280276066
2013-08-24,Seattle,9.0,5.5,7.4,88.78399999999999,532.704,283.716280276066
2013-08-24,Seattle,9.0,5.5,7.4,8.620000000000001,43.1,283.716280276066
2013-08-24,Seattle,9.0,5.5,7.4,3.97,15.88,283.716280276066
2014-09-09,Philadelphia,23.3,18.5,0.0,129.264,258.528,250.23152549129463
2014-10-03,New York City,19.7,13.0,0.0,12.28,49.12,241.4828399611845
2011-12-16,Los Angeles,18.8,14.6,40.3,22.23,44.46,267.0437354759214
2011-12-16,Los Angeles,18.8,14.6,40.3,120.784,241.568,267.0437354759214
2011-12-16,Los Angeles,18.8,14.6,40.3,79.0,395.0,267.0437354759214
2011-12-16,Los Angeles,18.8,14.6,40.3,156.792,627.168,267.0437354759214
2012-04-25,New York City,15.8,5.0,1.1,68.81,206.43,216.6148344135267
2014-02-12,Seattle,-23.3,-29.9,0.0,240.784,963.136,310.371050445326
2014-02-12,Seattle,-23.3,-29.9,0.0,29.592,88.776,310.371050445326
2011-06-30,Los Angeles,20.3,13.6,32.1,6.4799999999999995,32.4,244.60937667889112
2013-06-08,New York City,23.6,13.8,6.5,6.4799999999999995,32.4,212.54920857302025
2011-12-20,Seattle,-8.1,-10.8,0.0,10.35,31.05,315.9541789101148
2012-08-24,New York City,28.9,18.9,0.0,142.182,284.364,201.80519499592356
2012-08-24,New York City,28.9,18.9,0.0,13.0,26.0,201.80519499592356
2011-09-12,Houston,19.0,8.3,0.0,1.036,5.18,212.1658130273096
2011-09-21,San Francisco,28.9,20.7,0.2,7.78,15.56,215.5223339185644
2011-09-21,San Francisco,28.9,20.7,0.2,15.669999999999998,78.35,215.5223339185644
2011-09-21,San Francisco,28.9,20.7,0.2,19.84,59.52,215.5223339185644
2011-09-21,San Francisco,28.9,20.7,0.2,4.28,38.52,215.5223339185644
2011-09-21,San Francisco,28.9,20.7,0.2,119.992,239.984,215.5223339185644
2011-09-21,San Francisco,28.9,20.7,0.2,6.45,19.35,215.5223339185644
2013-03-22,Chicago,27.8,20.2,13.5,1.584,3.168,223.51833198621856
2013-03-22,Chicago,27.8,20.2,13.5,105.68599999999999,528.43,223.51833198621856
2013-03-22,Chicago,27.8,20.2,13.5,4.4639999999999995,13.392,223.51833198621856
2014-09-11,New York City,28.8,19.5,0.0,9.38,18.76,207.2881952154341
2014-12-06,New York City,9.3,3.6,22.3,6.98,20.94,268.39913826053896
2014-12-06,New York City,9.3,3.6,22.3,29.34,58.68,268.39913826053896
2014-12-06,New York City,9.3,3.6,22.3,50.980000000000004,254.9,268.39913826053896
2011-11-07,Houston,3.4,-2.7,0.0,8.682,26.046,271.8718497418617
2011-11-07,Houston,3.4,-2.7,0.0,24.784000000000002,74.352,271.8718497418617
